Date,Tweet
22-11-22 9:30,"b'@twizzy2_ @isavbarr @barrvisa Out of all people u say zaay? That nigga is a lil ass boy, he would still be in highschool rn and your English is ass u gotta be young asf or Mexican asf'"
22-11-22 9:26,"b""@Leslieoo7 Excuse me? I happen to be  an American/Mexican/conservative you don't see me shooting down random people for whatever reason or not reason whatsoever. https://t.co/XrqIJ4HY7l"""
22-11-22 9:25,"b""@Dreamland43110 @RoryBellows8 @beck_salgado Maybe the one in urgent Spanish lessons is you...\n\nThe NFL doesn't know what type of people loves Egghand in Mexico, they assumed that Mexicans living in the USA immediately equates to Mexican fanbase of the NFL in Mexico...\n\nHuge mistake!"""
22-11-22 9:24,b'I have to say that it is nice people overload here in Qatar. I sat with Eddie from Los Angeles on the bus from the Metro. His parents are Mexican. We had a lovely meal on our return and discussed football &amp; bilingualism. Loads from Mexico and Ecuador chatted with him in Spanish. https://t.co/8dZRZpclT2'
22-11-22 9:20,"b'Do people who go to the gym to ""feel the burn"" know nothing of Mexican food?'"
22-11-22 9:16,b'We all have heard about 558 people have embraced Islam in Qatar recently. Now here we have a Mexican brother who accepted Islam by his own will at Qatar #FIFAWorldCup2022 \n\nMay Allah bless him and guide to the straight path. https://t.co/tbxUzqiJDO'
22-11-22 9:14,"b'Mexican fan converts to Islam at Katara mosque in Doha, Qatar.\nIt\xe2\x80\x99s being reported that over 500 people have converted to Islam over the past week. \nTakbeer... https://t.co/FKzGmwRsV8'"
22-11-22 9:08,b'@Seabass001 @BillFOXLA @FoxNews Except these aren\xe2\x80\x99t Mexican people - they\xe2\x80\x99re from many other South American countries. China. The Middle East.'
22-11-22 9:04,b'@akth0 @Imjdnwar @davenewworld_2 People so quick to make assumptions and judgements\xe2\x80\xa6 the lady is Mexican'
22-11-22 8:59,"b'@BBS913 @OfficialJimy Lousyb]tch! It\'s black people who made people aware of this crime when the Mexican govt and FBI kept saying no crime was committed. Remember, it\'s the ""superior"" white race and ""peaceful"" Asian race literally responsible for TWO World Wars trying to instigate a THIRD. Hypocrite'"
22-11-22 8:47,"b'@AnonOpsSE You should focus on gun violence, Ukraine, North Korea, corruption in Africa etc .. people who worked in Qatar were not trafficked there like those going across the Med or Mexican border !! How many deaths were cause by fentanyl?What about the people freezing in Ukraine'"
22-11-22 8:42,"b""Don't miss the workshop of the Mexican Diabetes Federation (@fmdiabetes) on the use of low/no calorie #sweeteners by people with, or at risk of, #diabetes. \n\nRegister to attend it tomorrow, 23 November, at 17:00 Mexico City time: https://t.co/wRdluJO1OX\n\n#DiabetesAwarenessMonth https://t.co/9EcegNuWpA"""
22-11-22 8:39,"b'my first thought seeing photos of this was ""He\'s extra nice to Mexican people."" ""They made him felt safe enough for him to reach their hands."" and I learned he hasn\'t done that in ages. they are living my dreams \xf0\x9f\xa5\xba https://t.co/q9EhUmXdEU'"
22-11-22 8:25,"b""by all that I mean how Mexicans are acting in the cup of the world in Qatar, I am very sorry that thanks to these people, the image of the Mexican abroad is so tarnished...\n\nIn every sport event, there's gonna be always one mexican doing something like that..."""
22-11-22 8:24,b'@Sigma_Drac @davenewworld_2 Wats funny is that there\xe2\x80\x99s a specific group of people that is historically known for stuff just like this and worse. The chances of seeing a Mexican person or generally anybody that isn\xe2\x80\x99t white disrespecting a sacred place like this is minuscule to say the least\xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
22-11-22 8:22,"b'Okay\ntime to talk about the subject as a Mexican\n\nI find it extremely funny that people got really upset about what that woman did, people started throwing things at her, booing, pulling her hair and such\n\nMexicans are apparently untouchable...\n\n(Cont.) https://t.co/zNDQO2g6J7'"
22-11-22 8:21,b'@ClareCraigPath With the Mexican flu when 50 people died and they were not checked if it was really because of the vaccines they pulled the plug. Now they keep on injecting. How many must die before they pull the plug and will the people behind this vaccine propgram be held accountable.'
22-11-22 8:19,b'Mexico Vs Poland it would of been better Mexico Vs Egypt then Mexico would of had a challenge ! 0900 ma\xc3\xb1ana  ! I can\xe2\x80\x99t watch but the surgeons fromMexico went they will be posting !  The map before Mexican American War the US was nothing ! Now people can see what the US got! https://t.co/TT89Im8Jxe'
22-11-22 7:54,b'@DustDomino I\xe2\x80\x99m Mexican and Mexico is racist as fuck- do your research people. Darker indigenous people have been treated poorly for centuries while lighter Europeans praised. White supremacy in colonized spaces exists'
22-11-22 7:53,"b'Mexican fan converts to #Islam at Katara mosque in #Doha, #Qatar.\n\nIt\xe2\x80\x99s being reported that over 500 people have converted to Islam over the past week. \n\n#Qatar2022 #QatarWorldCup2022 #FIFAWorldCup https://t.co/K86PE9UOLb'"
22-11-22 7:43,"b""@Brooklyn_Ric @bertspost I don't know if I would say worst, but yes black people are cruel to gay people. Do white people or Mexican people use the term DL when describing bisexual men?"""
22-11-22 7:43,"b'In the name of the United States and President Bush, I want to thank the Mexican people, President Fox and his government for their friendship'"
22-11-22 7:42,b'Pt 4. Or the fact that when I tell someone I\xe2\x80\x99m Mexican and they try to tell me I\xe2\x80\x99m \xe2\x80\x9cnot Mexican\xe2\x80\x9d cause I\xe2\x80\x99m pale and don\xe2\x80\x99t fit their weird ass stereotype of what a Mexican should look like (weird ass people). I get told I don\xe2\x80\x99t \xe2\x80\x9clook Mexican\xe2\x80\x9d BY MY OWN FAMILY MEMBERS WTF MAN ?!'
22-11-22 7:41,"b'Mexican fan converts to #Islam at Katara mosque in #Doha, #Qatar.\n\nIt\xe2\x80\x99s being reported that over 500 people have converted to Islam over the past week. \n\n#Qatar2022 #QatarWorldCup2022 #FIFAWorldCup https://t.co/ls7DTnYj2b'"
22-11-22 7:41,"b'@minacrab @ndj_nick @davenewworld_2 Millions of people climb the Aztec pyramids at Teotihuacan still to this day after hundreds of years. The Mexican government encourages it. Yes, she may have broken the rules, but this fake outrage about being disrespectful to ancient Mayans is ridiculous.'"
22-11-22 7:40,"b""@DaUppercrust @lmeua_x7 @KamasK_ @DylanAiPs @notblissed And if you take that attitude to the wrong Mexican, you'll have problems.. don't underestimate the Hispanic people."""
22-11-22 7:40,"b'Pt. 3 I just wanna be apart of my culture, but idk how so the only thing I feel like I can do is learn the language. Doesn\xe2\x80\x99t help I get made fun of for not knowing words in Spanish by people (sometimes family). Or that I don\xe2\x80\x99t like certain Mexican food (San Marco\xe2\x80\x99s)'"
22-11-22 7:39,"b'@snoy01 @ShawnRBradford @freshpoutinee @ClownWorld_ Im actually friends with arabic people while myself being mexican, your information seems to be based of a stereotype'"
22-11-22 7:27,b'@PridefulCthulhu People are just terminally online is all.'
22-11-22 7:27,"b""All we need to focus on is getting the virus under control which is Lebanese Christian some of them Muslim and jewish. Mexican people Got used because they are not educated and I protect people that have been targeted.  I'm not a piece of shit remember."""
22-11-22 7:14,"b""@sav_says_ I couldn't get a job, because I had an Anglo-Saxon last name in a predominantly Hispanic, Spanish-speaking area of my State. Bias is ingrained in humans, and MANY PEOPLE from so-called PROTECTED GROUPS, DISCRIMINATE? I'm half-Mexican, look white on paper."""
22-11-22 7:12,"b""I usually hate vids of people trying to be loud in order to be funny unless it's a low quality vid of some Mexican or Brazilian guys doing the exact same shit but in Spanish/Portuguese"""
22-11-22 7:11,b'@raeme123 @fred_guttenberg Really? Saying all Mexican immigrants are rapists and drug dealers? Telling supporters to punch people in the face? Saying it is ok to grab women by their privates? You missed even those quotes?'
22-11-22 7:10,b'@RobertGarcia @akaJimmyBoy @GOPLeader Towards women? Jewish people? Mexican people? Black people? Congress? Supporting Kyle Rittenhouse? This tells you everything you need to know. They\xe2\x80\x99re cowards.'
22-11-22 7:08,"b""There\xe2\x80\x99s no better way to start your #Spurfect experience than tucking into Spur's Nachos Mexican smothered in zippy salsa, sticky cheese, and guacamole\xf0\x9f\x98\x8b\xf0\x9f\x98\x8b!\n\n@SpurKaren for people with #AtasteForLife  \n\nFor details call us on 0702 555 000. https://t.co/wRMqOoZOVZ"""
22-11-22 7:07,b'@TBRagsdale1 @davenewworld_2 The Mexican government along with their antiquities dept banned people from claiming those monuments several years ago. There are signs posted everywhere in many languages that tell you not to\xe2\x80\xa6 but karen did it anyway because apparently she doesn\xe2\x80\x99t have to follow rules.'
22-11-22 7:02,b'#PokemonScarletViolet #NintendoSwitch My people need me! https://t.co/zH2DrZzcKF'
22-11-22 6:59,b'like the amount of black people i\xe2\x80\x99ve seen speak out about racism in the mexican culture and people completely gaslight them for it is ridiculous.'
22-11-22 6:55,"b'@BeaReno @JTraversDevine @m46102620 Because they don\'t want to be in the party with ""those people."" The black, Mexican, gay, hippie ppl. It\'s not about abortion or guns. It\'s about being apart of a group that they feel gives their hate relevance. The GOP has done exactly that by catering to their hate.'"
22-11-22 6:50,b'@RaulOnDaRun Mexican the finest people\xf0\x9f\xa4\xae Perez is a slow driver and needs Max help\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82'
22-11-22 6:44,"b""@IAmNotYourMuleK @elonmusk @BillFOXLA @FoxNews Mexican here they are not asylum seekers we did it properly why can't they? All it does is slow the progress for people trying to come here the right way. Because now they gotta try and identify every single one of them to make sure they're not a threat"""
22-11-22 6:32,"b'@drpraveenpsy True!\nVery true\nIt very sad to see people wasting his/her lives for no purpose \nThat\xc2\xb4s why i said this\n""people who live stupidly, dies stupidly""\nIn mexican (I am mexican)\n""El que vive est\xc3\xbapidamente, muere est\xc3\xbapidamente""'"
22-11-22 6:23,"b'@rovinos @MarissaHankins @Sigma_Drac @davenewworld_2 Yeah, dude, no. The last few people who did this were Mexican. They\xe2\x80\x99re angry about the stone preservation efforts and believe that they have a cultural right to climb. People have died on the decent, too.'"
22-11-22 6:21,b'Americans Found Dead in Mexico City Airbnb Died of Carbon Monoxide Poisoning. #CDMX #Airbnb @lopezobrador_ @m_ebrard @USAmbMex @SecBlinken @NormaJTorres @rubengluengas @mtinkersalas @pastordc3110 @jaimejourno @julioastillero @EdgardBuscaglia @delamadridrob https://t.co/zGHITI3IKI'
22-11-22 6:13,"b""You guys need to ask people where they're from if they're from Lebanon don't listen to what they're saying that's why all the Mexican people are dying because they listen to a dumb Lebanese fraud."""
22-11-22 6:02,b'People like @MrMYLLE are dangerous to our society. They advocate for taking away women\xe2\x80\x99s rights. He\xe2\x80\x99s also xenophobic he wants to send all of our poor Mexican refugees back to their dangerous countries.'
22-11-22 6:00,"b""@itsmedanielfc The racism is not with me bro, that's with the white supremacists.\n\nAnd I'm not white, black, or Mexican. \n\nTake that rhetoric up with someone who hates your people because it's not me.."""
22-11-22 5:53,b'*proceeds to send @ Kaia the most disgusting Mexican food made by white people https://t.co/9lmlLQfkmG'
22-11-22 5:48,b'Mexican food is far more varied than people think'
22-11-22 5:32,b'People keep assuming I\xe2\x80\x99m Mexican from my profile name and going full mask off this is the funniest fucking shit. These fucking morons.  \n\n@astro_egg_celnt @CrazyNormie @nikicaga https://t.co/THB4uSyTOC'
22-11-22 5:30,b'People that aren\xe2\x80\x99t white really give whites too much respect. If that was a Mexican boy climbing up there they would\xe2\x80\x99ve beat the brakes of that boy\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https://t.co/m9fTIb1VEN'
22-11-22 5:21,"b'@mr_rosete7 So are black people, Asians, Mexican, in fact many many different types of people who come from different parts of the world are like ""2A is awesome!!!!""....'"
22-11-22 5:21,b'Calling Mexican people \xe2\x80\x9cThe Mex/Mecs\xe2\x80\x9d is hilarious \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad https://t.co/UQd1fkf9eC'
22-11-22 5:20,b'Can\xe2\x80\x99t bring white people to my Mexican family functions without getting made fun of \xf0\x9f\x98\xad why y\xe2\x80\x99all so mean \xf0\x9f\x98\x82 \nThey say shit like \xe2\x80\x9cYou brought a gringo!?\xe2\x80\x9d Right in front of their face \nIt gets even worse if you\xe2\x80\x99re dating them too'
22-11-22 5:19,"b""Taco bell is just Mexican food for white people who can't handle Mexican spices."""
22-11-22 5:18,b'@SpiritualGenin @EG_EricGeorge Aw the little right wing anime incel is angry that a Mexican veteran saved people from being slaughtered'
22-11-22 5:15,b'Just another glorious day here on Twitter without Beeto the fake mexican trolling our timeline with lies about Texas!  We the People of Texas say\xe2\x80\xa6.gtfoh @BetoORourke https://t.co/tpZJXCIyrf'
22-11-22 5:07,"b'Do people who go to the gym to ""feel the burn"" know nothing of Mexican food?'"
22-11-22 5:03,"b'@JohnnyAkzam @davenewworld_2 Lmfao. I love that you know nothing yet you\xe2\x80\x99re still spewing information, yes the Mexican government makes a whole lot of money by itself, I cannot disagree with that but we have very corrupt governments but the people who once owned that land put certain locks for it to be'"
22-11-22 5:02,"b'@Gooze1251 @ChristinaPushaw @binnahar85 I grew up in Southern California.  People were consistently going to Mexico, raising hell, then demanding their Constitutional rights in the Mexican jail.'"
22-11-22 5:01,"b""@rmcfjxcob I'd rather have this than paid off people impersonating Mexican fans\xf0\x9f\x98\xad\xf0\x9f\x98\xad"""
22-11-22 5:01,b'Love seeing all my Mexican people out in Qatar supporting our national team and living their best life \xf0\x9f\x87\xb2\xf0\x9f\x87\xbd\xf0\x9f\xab\xb6\xf0\x9f\x8f\xbd'
22-11-22 4:58,"b'@tetevtar @MaratKarenovich It\xe2\x80\x99s mostly western countries but it\xe2\x80\x99s taken the US less than 250 years to almost completely drain people of their prior cultures and most people now just consider themselves \xe2\x80\x9cWhite, Black, Mexican etc.\xe2\x80\x9d Look how many proud Italians and Irishmen there use to be, where are they?'"
22-11-22 4:57,"b""@IwriteOK i remember hearing someone when we discussed a mexican school shooting that shaming these people is one of the effective methods to deter others, they're suicidal most of the time and they know they probably wont come out alive - letting them know they'll be laughed at is a way"""
22-11-22 4:53,"b'@Thugtaco101 @TMattiaceHRW @lopezobrador_ @hrw @INEMexico Lmao\xe2\x80\xa6Fifis are the ones that live abroad\xf0\x9f\x98\x82. Instead of arguing a response you chose to attack. How miserable. Although, I proudly can announce I am Mexican and stick with my people. Not like others international patriots\xe2\x80\xa6 \xf0\x9f\x98\x82Fifis\xf0\x9f\x98\x82You should take advantage of free the libraries'"
22-11-22 4:48,b'Hey you Twitter people people that are gay or trans or whatever it doesn\xe2\x80\x99t matter black white Asian Caucasian Mexican whatever it shouldn\xe2\x80\x99t matter they should all be your friends I don\xe2\x80\x99t understand complication here except white nationalism'
22-11-22 4:47,"b'I\xe2\x80\x99m being a better person and not dragging people in the comments who keep saying \xe2\x80\x9clet\xe2\x80\x99s piss on the Washington monument and see how the foreigners like it\xe2\x80\x9d \n\n\xe2\x80\xa6 she\xe2\x80\x99s Mexican, you absolute dumb fucks https://t.co/ux2dPY76LV'"
22-11-22 4:43,"b'@BillFOXLA @FoxNews Mexican government needs to get their ish together,  we don\xe2\x80\x99t need more people in Texas traffic is already bad enough'"
22-11-22 4:43,"b'Mexican people love buying Bosa jerseys, damn'"
22-11-22 4:35,b'@Parra1946ok @brgridiron It\xe2\x80\x99s just a football game mate I highly doubt Mexican people even think about your state'
22-11-22 4:34,b'@baltimorereeds @TimmayMN @GovAbbott I wasnt aware that NY and CA had become Republican there the two states with most homelessness  Heck LA just passed a bill allowing people to defacate outside- clearly you havent visited Philadelphia which is being used in a mexican dont do drugs ad bc of their issue or san fran'
22-11-22 4:33,b'@g_rheinbra @NeverTrumpTexan @binnahar85 Exactly my Mexican people do not deserve this'
22-11-22 4:29,"b""@jezebelouist What's going on now? Not all Harries are like that. I saw some comments last night about people laughing at Mexican Harries for not having good signal and for their pronunciation when they sing and things like that. Is this what it's about?"""
22-11-22 4:27,"b'@Xalapalynn @davenewworld_2 I mean as a Mexican it\xe2\x80\x99s not really sacred, it is part of our cultural heritage of course but the reason for not letting people climb them is actually to protect the people, climbing them is dangerous actually.'"
22-11-22 4:24,"b'I now, fully understand why, British people love Tea time.  Mexican Black Root Tea might be my cure to ADHD.'"
22-11-22 4:21,"b'@sourpatchlyds Extraordinarily well put. I would like to make a humble addition. The American people must be ENGAGED &amp; into ACTION like our Brazilian &amp; Mexican brothers and sisters or we will lose this country to globalism. Period. ""We The People"" HAVE TO MARCH &amp; become UNGOVERNABLE!'"
22-11-22 4:20,b'Why can\xe2\x80\x99t people realize that yes I know I\xe2\x80\x99m white passing (or so I\xe2\x80\x99ve been told) and know that I have certain privilege but that doesn\xe2\x80\x99t take away that my roots are Mexican indigenous. Like that perpetuates erasure by y\xe2\x80\x99all denying my identity. I was not the colonizer lol'
22-11-22 4:19,b'The Dolores Huerta Mexican Lager sounds delicious and the Fierro\xe2\x80\x99s sound like awesome people. Drinking a pitcher if I\xe2\x80\x99m ever in Colorado Springs. https://t.co/1g9KZZLAac'
22-11-22 4:18,b'seeing mexican people in Qatar for the WC gets me hyped cuz we\xe2\x80\x99re literally the life of the party \xf0\x9f\x98\x82'
22-11-22 4:17,b'Remember the Haitian Migrants being treated poorly at the US/Mexican Border? Well it was Hebrew Israelites in the ISUPK That traveled all the way around US restrictions into Level 4 Cartel Territory to feed those people because we love them and they too are Israelites!\n#Kyrie #Ye https://t.co/0RQlPTGYuF https://t.co/2vJwFje46k'
22-11-22 4:11,"b'@GuerreroPocho I\xe2\x80\x99m sorry, I can\xe2\x80\x99t hear you over our city\xe2\x80\x99s World Series trophy. Anyway, no one is ever going to agree on a halftime show. How many people complained about Snoop and Dr. Dre performing at halftime?? I\xe2\x80\x99m proud that a Mexican band got airtime on a mainstream American network.'"
22-11-22 4:11,b'do asian people like mexican food?'
22-11-22 4:10,b'@laizar27 They don\xe2\x80\x99t want Canelo in Mexico he is a fraud and a disgrace to the Mexican people no tiene verguenza'
22-11-22 4:10,b'I keep seeing videos of my fellow Mexican people showing out in Qatar I love it'
22-11-22 4:08,"b'@TMattiaceHRW @lopezobrador_ Why don\xe2\x80\x99t you ask mexican people if we trust INE? INE has violated many rules before. We don\xe2\x80\x99t trust it! I don\xe2\x80\x99t know What are the interests you are defending from your country, but they are not those of the mayority in M\xc3\xa9xico.'"
22-11-22 4:07,"b""@TheRubberBaron @jtnrmom @GArepublicansad @benshapiro It should. I'd love racists to advertise their racism to me. I'm half Mexican half Puerto Rican. I'd love nothing more than for people i don't want to interact with to out themselves so i don't give them money or time."""
22-11-22 4:07,"b'Enchiladas are Mexican\xe2\x80\xa6 Paella is Spanish. \xf0\x9f\x98\x92 I hate when people refer to Latinos or Latino food, or anything that originated from the indigenous roots before they colonized the americas, as \xe2\x80\x9cSpanish\xe2\x80\x9d. https://t.co/EFpCpwU0mp'"
22-11-22 4:02,b'@w_Keyer_TWITCH @frogslayer69 @Rodrigovillas16 @DPEsposito @Morgan_K @davenewworld_2 no but i would be slightly more mad at someone who committed a big crime than a smaller crime so i would understand if the mexican people were not happy with  her damaging their cultural site. the more people that do what she does the less people can see the site in the future.'
22-11-22 3:58,"b""I see on the internet a lot of disdain towards the halftime show in Mexico City by white people. Do yall mothafuckas feel the same when you're in a Mexican restaurant eating enchiladas and drinking margaritas?  Didn't think so! #STFU #49ersVSCards #MNF #NINERGANG #NINEREMPIRE"""
22-11-22 3:57,"b'@porchsitter13 @imawhaleltmefly @BVB153 @Shadow_Cat_81 @russ_612 @davenewworld_2 Yes, lots of people wear gaudy patriotic things. Have you travelled much? Also, the woman was Mexican.\nhttps://t.co/XRJRAiJrVv'"
22-11-22 3:54,"b'@TommyTecnology @toalecon @NormHullgi @TempMental @SaycheeseDGTL When the fuck did I ever claim to be Afro hispanic?? And no I\xe2\x80\x99m not white lol, I\xe2\x80\x99m 100% Mexican born and raised.  Idk what it is with people and excluding people of mixed races, but they are literally both races, and can claim to be whatever they want.'"
22-11-22 3:48,b'Ugh i love seeing my mexican people up in them stands bro #MNF #VivaMexico'
22-11-22 3:41,"b'@FabiolaEduTech @TWSteacher @UjuAnya For centuries, Mexican children were taught in school that indigenous languages were dialects. Now I hear people call them ""lenguas"", when ""idiomas"" would be more appropriate. \nThank you for educating that person. We don\'t know until someone tells us.'"
22-11-22 3:39,b'I lived in Mexico for 5-6 months in 2007. I learned Spanish there.. I learned about the culture.. and I learned about the love and passion the Mexican people show. This is so special to see! Historic night! #VivaMexico \xf0\x9f\x87\xb2\xf0\x9f\x87\xbd#NFLMexicoGame https://t.co/sGj5anbivn'
22-11-22 3:38,"b'Americans Found Dead in Mexico City Airbnb Died of Carbon Monoxide Poisoning, Victim&amp;#39;s Sister Tells PEOPLE https://t.co/3KoWYwZKha via @people'"
22-11-22 3:36,"b'@uxmrollins @SpinninBackfist @mma_kings Not too argue but it looks you\'re stereotyping him cause he\'s Mexican Though I\'m not saying he is or isn\'t but he could have meant "" I love you "" in sign or "" rock n roll "" many people 4get or just don\'t put the thumb down'"
22-11-22 3:29,"b'@ProFootballTalk Hearing the Mexican music really loses a lot of its charm if no one is making fresh guacamole right at my table, LOVE the food but as a people I think you\xe2\x80\x99re a few thousand years away from El Beatles'"
22-11-22 3:26,b'Ian taking no Mexican slander fr. My BLOOD brother half Mexican and his mom a real deal Mexican from Mexico. Stop listening to the STEREOTYPE and meet these people IRL!  Y\xe2\x80\x99all eat that shit up them yt people be feeding hall'
22-11-22 3:22,"b'northern states like sinaloa, sonora, chihuahua, would more often write people by their pueblo name (yaqui, mayo, guarijio) and not their particular pueblo location, unlike central and southern mexican documents. they did not have to say indio'"
22-11-22 3:22,"b'@TheJeffZito it is a social thing, you see not all mexicans enjoy Banda(thats how they call that music), not all mexicans enjoy the NFL, most people that enjoy NFL do not like banda. Im a Mexican born and raised I love the NFL and I cant stand banda.'"
22-11-22 3:19,b'@SadHeauxTG Fuckin funny cuz half the time these people think anyone Spanish speaking is automatically Mexican like'
22-11-22 3:14,"b'@binnahar85 Yes, it\xe2\x80\x99s f\xc3\xbatbol, why do you want to be exposing and showcasing your sexual preferences in a sports tournament?Americans get offended by other people speaking their lenguaje in front of them, and if it\xe2\x80\x99s from Mid East must be a \xe2\x80\x9cterrorist\xe2\x80\x9d if it\xe2\x80\x99s Latino must be \xe2\x80\x9cMexican\xe2\x80\x9d'"
22-11-22 3:11,"b'@MinivanPunk Bougie? Lol. You clearly haven\xe2\x80\x99t had Mexican fast food. And before you say that\xe2\x80\x99s other people\xe2\x80\x99s food, this WAS Mexico once, and Mexico itself doesn\xe2\x80\x99t even have burritos.'"
22-11-22 3:10,"b'@FShmacks @Timcast He definitely implied that most Mexican migrants are rapists, drug dealers or otherwise dangerous criminals... then tried to soften it by saying ""and some, I assume, are good people"".  Most people who heard that understood it, correctly, as racist fear mongering.'"
22-11-22 3:09,b'mexican people who use bicycles have tshirts'
22-11-22 3:03,b'@Anahera_idk Lmao ok and not to be a stan but also Tony had no kind of career before because people thought he didn\xe2\x80\x99t look Mexican enough soooo'
22-11-22 3:01,b'what an interesting conversation an its true too many people are very lonely nowadays Im Mexican so its cultural to be close to family and friends we need people we need community https://t.co/vqFfPkPSS5'
22-11-22 3:01,"b'Grupo Firme is a Regional Mexican band based in Tijuana, Baja California and was founded in 2014. I can tell that there is a big portion of people who dislike original Mexican music but that is part of the culture in MX.'"
22-11-22 3:01,b'@grantcohn Because this is the venn diagram of Mexican NFL fans and people that like Grupo Firme : \xf0\x9f\x8c\x91\xf0\x9f\x8c\x91'
22-11-22 3:01,b'@PapiZion__ Apparently she was Mexican. From what some people said.'
22-11-22 3:00,"b""@RepMTG They should sell Georgia to Mexico! After all, anybody doing any real work in Georgia is Mexican. Thank you to the hard working Mexican People of Georgia! You are Great People and Have Every Right to Be Here. Most American's are Not Like The White People In Georgia."""
22-11-22 2:58,b'@breellini people be sleeping on the Mexican tacos!'
22-11-22 2:55,b'@myname_is_meelo Many people have said it isn\xe2\x80\x99t very popular among the Mexican NFL followers. Not sure  how they would know. Personally I\xe2\x80\x99m not a fan.'
22-11-22 2:53,b'@grantcohn 1. It\xe2\x80\x99s not a mariachi. It\xe2\x80\x99s regiional mexican. \n\n2. I\xe2\x80\x99m not there but I\xe2\x80\x99m guessing it\xe2\x80\x99s because that type of music is very specific and not much to the liking of the people there. And I agree with them.'
22-11-22 2:53,b'How do so many mexican people always show up to the world cup'
22-11-22 2:53,"b'Dear american friends, us, well educated mexican people don\xe2\x80\x99t listen such kind of groups\xe2\x80\xa6 this is so embarrasing. Liaten to the boos at the stadium \xf0\x9f\x98\xa9\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f everybody\xe2\x80\x99s feeling just like me. https://t.co/U261yLXhPK'"
22-11-22 2:52,b'@davenewworld_2 Blind people keep following the other sheep. The \xe2\x80\x9cdisrespect \xe2\x80\x9c is non existent the Mexican people are sheep. https://t.co/q8MqmpZq4z'
22-11-22 2:48,"b'@tsythemaa @ChoooCole Mexican culture has this thing called a quinceanera, which is something of a ""coming of age"" ceremony for girls born in their culture. It plays an important social role in keeping Mexican families together. Nobody in the US has an issue with Mexican people renting an /2 https://t.co/Fn6GuLP4wK'"
22-11-22 2:47,"b'If you really wanna increase the difficulty, get a Mexican family to RSVP for a wedding without taking it upon themselves to invite a bunch of people you don\xe2\x80\x99t even know\xe2\x80\xa6 \xf0\x9f\x99\x83'"
22-11-22 2:44,b'Bosa when he see all the Mexican people cheer for him https://t.co/qcIUeqGO2Z'
22-11-22 2:42,b'@JohnnyAkzam @davenewworld_2 This is an ancient key site of the Mayan culture and civilization where rituals and even human sacrifices used to take place. Now days it is not only important for tue Mayan and Mexican people but for the entire world since it became part of Human heritage just like the coliseum.'
22-11-22 2:41,"b'Do people who go to the gym to ""feel the burn"" know nothing of Mexican food?'"
22-11-22 2:41,"b'@semafor @daveweigel @ShelbyTalcott @mikepompeo (self-described ""Christian) was one of a handful of people who decided it was good policy to separate immigrant children from their parents at the Mexican border and then lose them. Nothing he has to say now is legitimate.'"
22-11-22 2:40,b'@trinibratzdoll @Nate_uptheblues @Pesozz @Judah_macc @notblissed So as a Mexican\xe2\x80\xa6 I\xe2\x80\x99d like to correct you and say that mexican are indeed a race of people born from the combination of indigenous and Spanish people. I\xe2\x80\x99d also like to remember you that the Iberian peninsula was house to the Arabs for years\xe2\x80\xa6'
22-11-22 2:38,"b'Do people who go to the gym to ""feel the burn"" know nothing of Mexican food?'"
22-11-22 2:37,"b'Do people who go to the gym to ""feel the burn"" know nothing of Mexican food?'"
22-11-22 2:33,b'I still can\xe2\x80\x99t believe I was forced to eat bad Mexican food for dinner (I like good Mexican food it\xe2\x80\x99s just easy to mess up &amp; white people wont notice) when I ordered Thai food no no no I didn\xe2\x80\x99t even get my soda NO'
22-11-22 2:30,"b'Do people who go to the gym to ""feel the burn"" know nothing of Mexican food?'"
22-11-22 2:29,"b'In the name of the United States and President Bush, I want to thank the Mexican people, President Fox and his government for their friendship'"
22-11-22 2:27,b'I love the Mexican people.'
22-11-22 2:26,"b""@Hades_darknesz What the heck are you talking about? \n\nDude stay on topic, whether you disagree or agree the fact is Mexicans born in Mexico don't really see Mexican Americans as true Mexicans ... Now this isn't everyone but a large number of people are like this."""
22-11-22 2:24,"b""@AOC @GOP So you think this is about Trump? Are you truly an educated Mexican citizen or are you really this dump? It's crazy that the people elected you when you supposed to be bright they have to offer l wonder what it truly takes to be a Senator on both sides Demorons or Replublicon?"""
22-11-22 2:24,"b""Before the shows last night I wasn't sure if people were going live bc I knew Mexico has bad service bc I have a few mexican friends and know i go back to twt to y'all saying they must have enjoyed the show to not post?!?!\xf0\x9f\x98\xad"""
22-11-22 2:20,"b'@ed_boy713 @lmafoootaye @vuddha1 @MANlTHEDON It\xe2\x80\x99s the implications, this is historical and cyclical. Also, That\xe2\x80\x99s you. there\xe2\x80\x99s plenty of Mexican people that have valid concerns over their specific cultures being appropriated and exploited. Which is why it was such a huge thing that D\xc3\xada de Muertos  in Coco was accurate.'"
