Date,Tweet
24-11-22 2:28,"b'I want more mutuals so badly, so hello gorgeous people from #marauderstwt \nMy name is Sol, I\xe2\x80\x99m 21\nBi and Mexican \nI love Jegulus and wolfstar &lt;3 \nI kin Regg and my loverboy Remus \n And Okay sooo this is it, I hope my introduction was good enough ;)))'"
24-11-22 2:25,"b'@WavyCapalot__ @spuraddict4life @NS__TheGreat @ShakurStevenson I get it people like the Mexican style because it looks good. They always coming and and swinging. It looks good on paper but the elusive style is just more science and skills to it. I love the skills, that\xe2\x80\x99s why when u practice boxing I\xe2\x80\x99m more into the skills'"
24-11-22 2:24,b'Honest to God Fuck Mexican people'
24-11-22 2:24,b'I keep seeing Mexican fan videos on TikTok and all I can say is these people know how to have fun \xf0\x9f\x98\x82 look at this it\xe2\x80\x99s hilarious https://t.co/xFVZVsPLkX'
24-11-22 2:21,"b""@secretsqrl123 Also, whatever people thing of Mexican illegal immigrants, at least they're not driving T-72s across the southern border."""
24-11-22 2:13,"b'@Blunder89840736 @vf31jack @BMAssholesNFT @elonmusk This is a lower class issue rather than race issue. That includes lower class Whites, Asians, Mexican and Blacks. All of them. I have long said the people who know how to make money should go to the lower class communities &amp; teach them how!'"
24-11-22 2:11,"b""@MsNashville @TheresaStandUp I doubt it. Because every law on the books are ignored when it comes to selling guns to people who have DV convictions. They one at the club had built a bomb and they still let him buy a gun. The cops don't stop them just black, Mexican people and blame it on them."""
24-11-22 2:08,"b'&lt;br&gt;After the earthquake, Sean Penn brought __________ to the people of Haiti. &lt;br&gt; &lt;br&gt; --Authentic Mexican cuisine.--&lt;br&gt;'"
24-11-22 2:07,b'@ibg2991 @OGMARTINEZ75 @Willseh14 Not to mention the American market which is loaded with people of Mexican descent. Those aren\xe2\x80\x99t Dutch flags at COTA. https://t.co/1GCpsVSLC3'
24-11-22 2:05,b'mexican authorities coming to get them bum ass people \xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f let\xe2\x80\x99s fuckn goooo #JusticeForShanquellaRobinson \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f'
24-11-22 2:03,"b'Democrats moved El Paso to the Mexican border, across from a city of over one million people (which none of the dying cities in Ohio can boast). Republicans, however, are responsible for a gun culture where a Mexican-hating ""patriot"" killed 23 and wounded 23 others in El Paso. https://t.co/8Ne3kqSfHO'"
24-11-22 1:59,b'@Drew720G Racist you mean you? You miss gender people you say slurs and you saying he\xe2\x80\x99s racist because he\xe2\x80\x99s white and his boyfriend is Mexican and am a Mexican nah you are the racist'
24-11-22 1:56,b'FBI about to be at the people doors \xf0\x9f\x9a\xaa!!!!! Them Mexican jails chileeee #shanquellarobinson . It\xe2\x80\x99s not going bring your life but they about to suffer like you did \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd. God thank you'
24-11-22 1:48,b'@good_trouble96 Mexico is beautiful I have lived from coast to coast. People are ignorant and treat the Mexican people like \xf0\x9f\x92\xa9. They are (large majority) the nicest kindest politest people even after Americans have treated then so cruelly. https://t.co/oCzdl7Lbb6'
24-11-22 1:44,"b'@officialtruekaa The Mexican cartels hate everyone that isn\xe2\x80\x99t Mexican tbh, and they still hate, kill, rob, and human traffic many many people everyday\xe2\x80\xa6 and lastly, Brazil has the highest female homicide rate in the WORLD, so how do you think they treat gay people? They dont treat them as equals'"
24-11-22 1:43,"b""@FinsVicious I respect this tweet, but also idc bc If there ain't Mexican food or at the very least, white people casseroles made with Mexican food, I ain't going."""
24-11-22 1:42,b'This is the corruption that people in Mexico and other Central American countries are so fed up with! Sadly it\xe2\x80\x99s the norm. As we were in Mexico City covering CPAC Mexico we were pulled over by a Mexican police officer\xe2\x80\xa6 \n\nWith @OscarElBlue @RealAmVoice \n\nhttps://t.co/GCijrF9M95 https://t.co/XGj9au8Jg3'
24-11-22 1:38,b'@DailyLoud People cannot accept that she\xe2\x80\x99s Mexican lol \xf0\x9f\x98\x82\xf0\x9f\x87\xb2\xf0\x9f\x87\xbd\xf0\x9f\x92\xaf'
24-11-22 1:37,"b""@StalinFrog Have you considered the possibility that you might, in fact, be Cuban..Sr Juan Stalino? \xf0\x9f\x99\x83\xf0\x9f\x98\x82 It would fit better than being Mexican since of course it would explain your posts (Cuba-Russia relationship and all that)\nSeriously though it's so strange when people think that..1/"""
24-11-22 1:37,"b'""....$545MM that have shut the mouths of the racist Mexican theater members and have shown them that (we) dark-skinned people, also know how to act."" -Tenoch Huerta (2/2) #WakandaForever #OrgulloPrieto'"
24-11-22 1:34,b'@Alexander_Avina And yet Americans keep moving there in droves (to the detriment of the Mexican People)'
24-11-22 1:27,"b""@JhonChe72290463 @joey_jojojojojo @CNN Very true.  You see almost zero black or white people in mexican movies or television..... same reason.  But these SJW's only want to push their agenda regardless of the reality of the world."""
24-11-22 1:26,"b'And FBI task force had approached the SO to try and nab a Mexican Mafia (yes, a real thing) member wanted for the murder of two people (that they knew about, anyway). They came to us because he was known to frequent cock and dog fights held on a wooded property in our county.2/'"
24-11-22 1:26,b'@SvenGhoolie @Benbenized Why are people so upset at this observation all other white soyjaks are just completely white so if he was painted like a mexican its gotta be a part of the shitpost'
24-11-22 1:24,b'it feels racist whenever another people that aren\xe2\x80\x99t mexican talks shit abt mexicos soccer team \xf0\x9f\xab\xa0\xf0\x9f\xab\xa0 #FIFAWorldCup2022'
24-11-22 1:19,b'@FoxNews And some people think it is a conspiracy theory that the Mexican Cartel have anything to do with the fentanyl crisis \xf0\x9f\x98\xa3'
24-11-22 1:17,"b'Yo wtf... I guess I met royalty today while I was painting a mural\n\nVery cool people btw, recommended some local Mexican food \xf0\x9f\x91\x8d'"
24-11-22 1:16,b'Im sick of people saying that i no longer own a fleet of mexican restaurants on pontoons operated by apes in southeast asia... theres still a gorilla tortilla flotilla in manilla'
24-11-22 1:15,"b'IM SCREAMING, THESE PEOPLE ARE GONNA MESS UP MEXICAN WEEK'"
24-11-22 1:14,b'@RTF_Venom @BKtengu @ZeraoraThe Are you just being racist to Mexican people or?'
24-11-22 1:12,b'@otisgn1 @CosmicElf111 @vanessasierra00 Very offensive for Mayan people. It\xe2\x80\x99s sad to see this kind of shit. I am Mexican.'
24-11-22 1:06,b'The half Lebanese half Mexican people love pizzels \xe2\x98\xba\xef\xb8\x8f https://t.co/t7Saibw6Tu'
24-11-22 1:04,b'@BAMDPOY13 @Erick_grimes @Chaos_Enjoyerr @WeDemBoyz89 @Abujubuju047 @DailyLoud Kenyan people are saying she isnt Mexican. Dont be racist and disregard their voice.'
24-11-22 1:03,b'@Erick_grimes @Chaos_Enjoyerr @WeDemBoyz89 @Abujubuju047 @DailyLoud Most Mexicans didnt know she was Mexican. Other KENYAN people here are saying she is NOT Mexican. You opinion doesnt matter stop being racist.'
24-11-22 1:02,b'@rolandsmartin @GOP The people look so shabby while assets practically lay in the dirt of Arizona.  A huge Israeli contingent combined with Mormons and the Old West European Outlaws bloodlines are being set aside by European investors stealing water and building plantations and mines at the Mexican'
24-11-22 0:58,b'@Rastus1955 @johncardillo for sure. we have a spot in mexican town almost 0 theft. the rest of the city is almost as bad as chicago. i just wonder who is to blame? is it poverty or just the people that live in these places. poor people in europe dont do that.'
24-11-22 0:52,"b""@AshaLogos nick is a radicalized christian and it's weird that he is labeled a white nationalist when he's mexican. anything to make white people look bad though is how they think"""
24-11-22 0:51,"b""@ChesterFordes @GregAbbott_TX It's only to make fun of hem as lots of Mexican people voted for him, is a way of saying thanks for your vote pndejos look at me I'm deporting your people and eating your tamales..."""
24-11-22 0:45,b'@v1gorous1 @faairiegf Ya Mexican people wilin'
24-11-22 0:44,"b'Mexican cheese\nI have years experience from family to friends bringing those huge wheel of cheese from Mexico and my gawd it stink up the whole house. I don\xe2\x80\x99t care when people say \xe2\x80\x9caaaw come on, the taste is different\xe2\x80\x9d, I AIN\xe2\x80\x99T EATTING IT! https://t.co/K4RzlHxF1u'"
24-11-22 0:44,b'Is it a Mexican thing to give people a coca o agua whenever someone stops by for the shortest amount of time or naw'
24-11-22 0:37,"b""@luxury I am sorry to say that most of the people I know there do NOT feel that way.  You can't just up &amp; move to Mexico.  You need to follow specific rules. You can buy a house but NOT the land UNLESS you have Mexican Citizenship.  I think the research is not the best for this story."""
24-11-22 0:37,b'@Akademiks Y\xe2\x80\x99all calling a man who said he\xe2\x80\x99ll kill women children Mexican people a real Nigga is why I\xe2\x80\x99m scared of the human race. Y\xe2\x80\x99all are sick asf and I don\xe2\x80\x99t pray God have mercy on y\xe2\x80\x99all souls. Like please go to hell quick fast and in a hurry'
24-11-22 0:34,b'My Mexican people really living the best life right now in Qatar \xf0\x9f\x87\xb6\xf0\x9f\x87\xa6 the saying \xe2\x80\x9cyou don\xe2\x80\x99t need alcohol \xf0\x9f\x8d\xba to have a good time \xe2\x80\x9c is real lol #FIFAWorldCup #\xd8\xa7\xd9\x84\xd9\x85\xd8\xba\xd8\xb1\xd8\xa8_\xd9\x83\xd8\xb1\xd9\x88\xd8\xa7\xd8\xaa\xd9\x8a\xd8\xa7 #Mexico'
24-11-22 0:34,"b""I'm back! But yeah the Mexican in st.ann I give them their props! They doing better than our people, they got construction and temp agencies for their people!"""
24-11-22 0:26,"b""#RUBIUS: There's people that say that I'm more mexican than you, that you just have the accent\n#QUACKITY: ME?? I'M NOT MEXICAN???\n#QUACKITY: buckle up the podcast started"""
24-11-22 0:26,"b'I get so confused when people say ""Spanish rice"" mf it\'s MEXICAN RICE. It didnt come from Spain and it does NOT speak Spanish.'"
24-11-22 0:25,b'@lfmb1_ my first kiss was really that Mexican boy or whatever they was that stayed across the street from you \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad &amp; now that I think about it they house was dirty asf why was we all in them people shit like that \xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80'
24-11-22 0:24,b'@JailTraitorsNOW @MrSparklez13 Truth. The people are warm and loving. I loathe the anti Mexican animus in the US.'
24-11-22 0:24,"b""@tacobell just wanna say thank you for bringing back the Mexican Pizza. You cant scare people like that. It's like when they killed off Brian @SethMacFarlane on #FamilyGuy #Brian #tacobell #pizza #happythanksgiving #Imgrateful #dontdothatagain #kthanks"""
24-11-22 0:18,"b""@PracticalBedlam The ones here are awesome. You'd be surprised how authentic they are here in Iowa. Most of them are opened by people from Mexican and they won't dumb down the food. \nHeaven."""
24-11-22 0:18,b'some people need to go outside and get offline bc they\xe2\x80\x99ll complain about EVERYTHING. tell me why i just saw a video of a whole bunch of kids cheering for the mexican team at the world cup and people were mad at that. at kids being happy \xf0\x9f\x98\xad\xf0\x9f\x98\xad'
24-11-22 0:08,b'@DailyLoud People getting tight because she wanna claim mexican in the ethnicity? People cannot let others be happy lmao yall just sad af for being mad about a persons choice'
24-11-22 0:08,"b""Mexican law enforcement did not do shit  about Shanquella because  Mexican's kiss white people asses and look down on Black people  except our men."""
24-11-22 0:04,"b""Wisconsin drug bust has ties to Mexican cartels:\npolice.\n Three people were arrested in Wisconsin this week after being found with drugs and alleged ties to Mexican drug cartels, authorities said. \n\n  The Dodge County Sheriff's Office said the drugs w \nhttps://t.co/NQN6CMPmhI"""
24-11-22 0:02,"b'@tunus17 @SkyeArroJack @AdamStewart I went to Draw Hall and did not see a single Mexican, only my Jamaican people.'"
23-11-22 23:56,"b""@FOXSoccer Fortunately the Mexican people are united  despite it's governments flagrant human rights violations. What do you think would happen in Mexico if the people tried to stop the transfer of power in a fair election. The US is a banana republic."""
23-11-22 23:55,b'I always feel like an imposter in the Latino community. My mom is white. We didn\xe2\x80\x99t speak Spanish growing up and we lived far away from my dads family. But my mom always tried to make sure we had access to the Mexican culture. Lots of people are shocked when I tell I\xe2\x80\x99m Mexican. https://t.co/iUx8hQibnS'
23-11-22 23:54,"b'@FIFAcom @SEFutbol @SEFutbolFem Why Mexican people can\xe2\x80\x99t scream putx but you make a world cup in a homophobic and no rights country like Qatar? Anyway, la hipocondria'"
23-11-22 23:54,"b'(Fox News):#Wisconsin drug bust has ties to #Mexican cartels: police : Three people arrested in Wisconsin this week on drug charges allegedly tied to Mexican drug cartels, which have several outlets controlling various routes. .. https://t.co/xZPz4r1aBn'"
23-11-22 23:53,"b'@willscharf If America were serious, we would just declare war and bomb the hell out of those laps and cartels in Mexico. The Mexican people would probably be happy.'"
23-11-22 23:43,b'@wonufyi why do u hate mexican people'
23-11-22 23:41,b'So there was a tik tok asking if Mexican people looked at Black ppl tacos the same way Black ppl look at white ppl chicken and several Mexican people said yes\xe2\x80\xa6. I will never make another taco in my life!'
23-11-22 23:38,b'@AnnaSoftSoul Yeeh like Mexican arnt racist to black people all the time. Have met alot of people like u. Very racist and think your white. https://t.co/0Gcu1c11iz'
23-11-22 23:37,b'Warms my heart people around the world love and dig not only Mexican culture but Indigenous Mexican culture. I wouldve never thought Id see artists in Asia love &amp; draw Indigenous characters so readily. Makes me proud. This is the power of representation. https://t.co/RvKyB2QOQH'
23-11-22 23:33,b'At SoCal Tacos &amp; Beer we have a serious passion for tacos - and awesome people who feel the same. That\xe2\x80\x99s why we landed on the idea of turning our Mexican Baja-inspired food into an experience we call #TacoFlights.\xe2\x81\xa3\xe2\x81\xa3 https://t.co/RextitxtKE'
23-11-22 23:19,"b'@Jim_Jordan Ohio already has some great Mexican restaurants, Mexican ice cream shops, and Latino people working in concrete, housekeeping, and roofing industries. We have a great Latino festival in Columbus. We also have worker shortages. Immigration would help.'"
23-11-22 23:08,b'+++ Three people arrested in Wisconsin this week on charges allegedly tied to Mexican Fox cartels! +++ \nhttps://t.co/KBRsVL0rGv https://t.co/tZb4C1Kaux'
23-11-22 23:05,b'Dogggg all my Mexican people in Qatar look like they\xe2\x80\x99re having a blast lol'
23-11-22 23:01,"b'""So many people don\'t know what traditional Native American or Mexican foods are. I love being able to show people how to use modern techniques and modern ways of cooking to honor the old foods.""\n\n-Pyet DeSpain (Prairie Band Potawatomi Nation)\n@chefpyet \n\nhttps://t.co/fxtHEuVw0O'"
23-11-22 22:56,b'@HillaryClinton I wonder how many people the guns the government sold to Mexican cartels killed? No outrage about that.'
23-11-22 22:56,"b""It's so sad that people my age or younger don't speak Spanish (when they're full Mexican/etc.) , so often older people are shocked that I speak Spanish. They're so used to kids/older not knowing it and are left helpless."""
23-11-22 22:55,"b'@greggutfeld Check your facts, Greg.  The Mexican pyramids were built by the Mayan people. The human sacrifices were perpetrated by the Aztec.\nDifferent territories, different languages, different cultures, different religion AND DIFFERENT GENETICS.'"
23-11-22 22:53,"b""@49ers @fred_warner Proud of what, been Mexican? So...your proud of the corruption, the killings, abuses, poverty, violations, missing people, extortions...that's how more than half people of M\xc3\xa9xico live, but if your privileged ...--&gt;"""
23-11-22 22:49,"b'@PSA_Sitch I wonder if he would rather get paid in Mexican pesos than USD, there are plenty of brown people on them bois'"
23-11-22 22:47,b'Im with a lot of Mexican people. Telling them about food I ate in California years ago because that\xe2\x80\x99s the best I can do. One drink and I will die tonight.'
23-11-22 22:46,"b""@FractalAnts @Skrrt__Vonnegut @CSPDPIO Bruh, white people's heads aren't shaped like that. Just an FYI. That dude has some kind of Native, Mexican, or Asian ancestry. White people's heads are round at the back. It's an ethnic feature."""
23-11-22 22:43,b'@wiifym @calcifer022 @Im_Ken1 @daygo_danny @disclosetv Nope but a lost translation is a lost translation and I extended grace and understanding to allow for the possibility. about to start a 4 course mexican pre turkey day meal for a group of people as is our tradition. And teaching one my ways so I don\xe2\x80\x99t have to do it all myself \xf0\x9f\xa4\x99'
23-11-22 22:42,"b'@StubHubMX @StubHub @TeamStubHub They cancelled my order when I already have my transport and hotel, so the @StubHubMX @StubHub @TeamStubHub team doesn\xe2\x80\x99t give a shit about the Mexican people'"
23-11-22 22:40,"b'So if you guys don\xe2\x80\x99t know @StubHubMX @StubHub @TeamStubHub are racist. I tried to buy Harry styles tickets for Mexico City and they realized that I\xe2\x80\x99m Mexican, so they do not any effort to give me an answer, but the American people have an quick response for any concern https://t.co/K9KE9VN4Ks'"
23-11-22 22:34,"b""Songs. Regional Mexican music for older people. He didn't know that I had a very painful sore in my breast while I've recovered. To think, I've gonna missed A Very Backstreet Boys Christmas TV Special and waiting for Jurassic World visual history book until January. &gt;:("""
23-11-22 22:28,b'people are talking Mexican families open homes to migrants waiting to cross US border'
23-11-22 22:26,"b'@BlackKnight10k I am a Proud Mexican Republican, happy to be away from people like you Nigknight...'"
23-11-22 22:20,"b""@ShaymixDiamondz So basically Mexican week was a bunch of people (not mexican) tried their hands at Mexican food and messed up. Got worse cause their judges were british and obviously don't know how Mexican food should taste or look"""
23-11-22 22:17,"b""Don't know how people are use to having facial hair. Grew out a bit and it's annoying asf."""
23-11-22 22:12,"b'@JalonzoB How about the LGBTQ+ AND black community should hold their people accountable for the death of Shanquella.     Damn, and the Mexican community too for not acting accordingly when her body was found.'"
23-11-22 22:08,"b'@BarackObama Yeah, Obama talking about gun control when he armed the Mexican cartels with that Fast and Furious fiasco. Seriously, people realize he\xe2\x80\x99s a fake.'"
23-11-22 21:58,b'@HillaryClinton This said A WHOLE lot of nothing and people are still voting her in??'
23-11-22 21:54,"b""Latin America's star financial technology firm began launching Mexican savings accounts as it looks to scoop up market share in a country where more than half of people do not have such accounts. @CassLGarrison \nhttps://t.co/ONvhBiTjKc"""
23-11-22 21:52,"b""@opal_lines Don't give them any attention.  People  have dragged me because of my Namor Cosplay. Just because of my skin. Even tho I'm Mexican"""
23-11-22 21:40,b'@jherrerx @charles_gaba I was taught that all cowboys were Mexican and/or Black because white people doing the same job were called cowhands.'
23-11-22 21:40,"b'@inuot7 But even in the latinamerican spanish It will be differences depending on the country do u use to learn, because for example some words or pronunciation from mexican spanish and the one from Argentina are different, thats why a lot of people decided ti learn better the \xf0\x9f\x87\xaa\xf0\x9f\x87\xa6 one'"
23-11-22 21:38,"b'why do people get upset when I say ""thank god"" after they say I look more white than mexican'"
23-11-22 21:36,b'I love Mexican people'
23-11-22 21:33,b'@HagTruth @Msmariablack @elonmusk It might have something to do with the millions of people being led over the border by Mexican cartels.'
23-11-22 21:29,"b'@critterxxx @johnc1776 Probably illegal....but could still get hired by people who hire illegals like Mexican Restaurants, Landscape companies, House/Business cleaning companies...'"
23-11-22 21:27,"b""@CityNewsTO I'm Mexican and I'm glad that video went viral. It was about time people started realizing we can fight back and will no longer be disrespected."""
23-11-22 21:24,b'@BoringWolf8 @ZelenskyyUa @POTUS I\xe2\x80\x99m sure that america-first trumpian right wingers are very kind to those people who don\xe2\x80\x99t speak english. especially those they invite to the country on the mexican border'
23-11-22 21:18,b'I realize I am in the wrong in this area but...I long for a Mexican cartel versus Chinese triad gang war...\nhttps://t.co/0zjsm5usI9'
23-11-22 21:16,b'Mexican people stop being racist towards black people challenge'
23-11-22 21:13,b'@ACTBrigitte Cos so many people who commit mass murders with automatic weapons are Mexican?'
23-11-22 21:03,"b'@PeterDiCaprio @GovAbbott @TxDPS @TXMilitary To be precise, the people coming across the border are non-Mexicans coming THROUGH Mexico to get to the U.S.: any Mexican who wants to jump the border could probably go to another Western country which lets them in visa-free (which is most)'"
23-11-22 20:59,"b""@binnahar85 I agree with German team. Qatar broke human rights and free expression. I'm against world cup at Qatar. As Mexican I support all kind of people and human rights . All respect for WOMEN in special"""
23-11-22 20:58,"b'@joshseki understanding how it feels, i had a guy call me mexican and black cause of how i sounded. i said no he continued to say must be fat cause i sound like it..im native american and not that big! which sucks \nanyways hope you continue playing i enjoy the streams! people can be mean!'"
23-11-22 20:57,"b'@ReallyAmerican1 100,000 people died last year from Fentanyl Poisoning.  This will not stop till the Democrats stop taking their orders from the CCP/Mexican Cartel.'"
23-11-22 20:55,"b'@gomezgirlies @Emajuari Mexican isn\xe2\x80\x99t a race, they can be mixed; white, brown, indigenous, black, arab, asians, she is the descendend of white people'"
23-11-22 20:50,"b'@whimsywordstwo Your right. If she had been a white woman and they had the same evidence, the people would be rotting in a Mexican prison some where.'"
23-11-22 20:49,b'@Jim_Jordan I don\xe2\x80\x99t know a long time. El Paso had Mexican people before Texas existed.'
23-11-22 20:48,b'$6 a glass for wine on #WineWednesday. \xf0\x9f\x8d\xb7 \n\nBook your Christmas fiesta at our downtown Nanaimo Mexican Cafe!\n\nGroups up to 30 people on any day!\n\nCall us to book your party! \xf0\x9f\x8c\x9f\n\n\xe2\x98\x8e\xef\xb8\x8f 250-753-5411\n\n#christmasparty #xmasparty #nanaimochristmas #nanaimo https://t.co/1ZQUkWQkhx'
23-11-22 20:42,b'now that harry\xe2\x80\x99s in mexico am i the only one that hates when people make fun of mexican harries accents when they sing\xf0\x9f\x99\x82 like idk i feel like it\xe2\x80\x99s not funny or cute so why are they doing it'
23-11-22 20:40,"b'@notyafeminist @ScarletCDiazC @CongresswomanSC It\xe2\x80\x99s  not about the skin color or race. It\xe2\x80\x99s the same reason Chilean, Mexican and American people don\xe2\x80\x99t want them.'"
23-11-22 20:34,"b""@albertfrost @staffy501 @JimMFelton @elonmusk what's pretty weird is a Mexican supporter of the white power president.\n\n\xe2\x80\x9cThey [Mexicans] are not our friend, believe me\xe2\x80\x9d and then albert simps for him. \n\n\xe2\x80\x9cWhen Mexico sends its people, they\xe2\x80\x99re not sending their best\xe2\x80\x9d"""
23-11-22 20:19,"b'@lexxxilovexo @KlttyWhiskers @Gilbert00246767 @BillFOXLA @FoxNews My understanding is that people who claim asylum must do so in the first country they enter.  On that basis only Mexican nationals can validly attempt to claim asylum in the U.S.  And a great many of them are not claiming asylum, they are simply crossing the border illegally.'"
23-11-22 20:18,"b'@TheWurtle @iAmLilBrother @nocontextfooty Like western spreading message that Mexico is the land of rappers, drug dealers, and hateful people.\nThis what we see in the media about your country till we meet Mexican in real life and realize how wholesome are they.'"
23-11-22 20:16,b'when people ask me if i listen to mexican music and i start playing this https://t.co/QHC4qeXzTU'
23-11-22 20:12,b'@namwella1961 Not to mention the Mexican cartel has spent billions upon billions of dollars stock piling weapons in case a black market emerges for them as a result of stricter gun control.. meaning the majority of people who will be armed will be illegally so with the intent to do harm.'
23-11-22 20:07,b'@Bro62146941 @peak_expert @fxckyoujacks @upblissed if you not mexican dont get mad at people for making jokes about mexicans goofy'
23-11-22 20:04,"b""@The_Homie_Slim @PkmnBrainrot Do people dislike Skeledirge, it's just a cool Croc, I don't like the potential Day of the dead influence, cuz that's a Mexican thing not a Spain thing, so that's not the best, but dude's cool"""
23-11-22 20:02,"b'@binnahar85 Friend could you help us to say @FIFAcom stop censoring Mexican language culture? As well as you we deserve respect. We might say bad word, it is our way of fun.\nWe do not shot people in supermarkets.'"
23-11-22 20:01,b'Hey @RavenSoftware  how can I get the Mexican special forces skin on warzone? I saw people getting it but I don\xe2\x80\x99t see it on my store'
23-11-22 20:00,b'erm. im a light skinned mexican born in america by the way! says so right in my location and txti. and id prefer if people didnt ask why i blocked them and post about it publically. didnt think id have to say that but its crazy out here ig \xf0\x9f\x92\x80'
23-11-22 19:59,b'The history includes people like Juvencio Maldonado who got the patent for a tortilla frying form in 1947 for his Manhattan Mexican restaurant. #lascronicasdeltaco #TacoChronicles'
23-11-22 19:59,b'Bro people are weird out here. Why tf would you try and come up to me and my baby then try to kiss her hand I smacked that old Mexican lady hand so fast fuck wrong w u'
23-11-22 19:55,b'I loveee seeing videos of Mexican people doing desmadre at the World Cup \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 Mexicanos son una verga \xf0\x9f\x87\xb2\xf0\x9f\x87\xbd'
23-11-22 19:51,"b'@Jim_Jordan Well yah see Jim here in Ohio it\xe2\x80\x99s pretty hard for people to cross the Mexican border, so it\xe2\x80\x99ll be a long long time. Maybe if you spent five minutes attempting to think about your constituents needs you wouldn\xe2\x80\x99t get caught up in the silly fearmongering uncle Don taught you.'"
23-11-22 19:42,"b'@JDCocchiarella Well, people preferred him over the fake Mexican, Beto.'"
23-11-22 19:38,b'Some of you people should live closer so we could go for pre-Thanksgiving Mexican.'
23-11-22 19:37,b'@BintuConteh16 @utahhouse21 @Michael73496681 @lavern_spicer Come across WHAT border? Mexican? Canadian? \n\nWhat about people from the UK? The rest of Europe? Australia?\n\nNo one is getting \xe2\x80\x9cspecial treatment.\xe2\x80\x9d'
23-11-22 19:37,"b""@VP So you will go there but you won't even go down to the Mexican border? Really goes to show where your priorities and loyalty really lies and it surely ain't with the American people."""
23-11-22 19:31,"b'@JuliaSeymour58 @samanthamarika1 10th paragraph, ""We also discussed the great contributions of Mexican-American citizens to our two countries, my love for the people of Mexico, and the leadership and friendship between Mexico and the United States.""'"
23-11-22 19:20,b'@iamjackambrose @flux_fred @Nerdrotics And they\xe2\x80\x99re not crying about that. They\xe2\x80\x99re crying about Namor being Mexican now. They\xe2\x80\x99re crying about a movie with black people. They\xe2\x80\x99re rooting for its failure by grasping on to any drop in its box office performance.'
23-11-22 19:20,b'@GBNEWS @Nigel_Farage We don\xe2\x80\x99t want the houses. We don\xe2\x80\x99t want the people. The MPs know they\xe2\x80\x99re toast unless they back their constituents. \n\nU.K. politics and the British people is just one permanent Mexican stand off. Only they\xe2\x80\x99ve taken seats most of our \xe2\x80\x98guns\xe2\x80\x99.'
23-11-22 19:19,"b""@therealheleana @kadendang_ I see people say it's based on Mardi Gras, which sprung from Europe and is heavily celebrated in Spain. Zorro is Mexican and influenced by a real vaquero. He does look really Spanish tho."""
23-11-22 19:09,b'@_WolfLyfe Broo I think it\xe2\x80\x99s a white people thing. Cause Mexican don\xe2\x80\x99t do it or at least my Mexican friends don\xe2\x80\x99t.'
23-11-22 19:07,b'People out here acting like this is a long-standing tradition of respect and not an insurance decision made by the Mexican government like 10 years ago. https://t.co/NzpltUqkJn'
23-11-22 19:07,"b""Sharing a table with people who've changed into Magas? Try this: \nOnly talk about how they used to be. No criticism about now. Admire their past self. Don't be mean! Say, remember when you wanted to see the world? Remember that nice Mexican you dated? Everyone loved you!"""
23-11-22 18:57,"b'@ComicsandCleave Working on a story about a Mexican gunslinger who hunts supernatural creatures in the Old West. It\xe2\x80\x99s mostly a fantasy western, but I did mold her personality based on the clash with the role of women and upper class people during the Porfiriato.'"
23-11-22 18:48,b'@Nocrackeratall @nojumper Prayers for all Mexican people involved \xe2\x9c\x8a\xf0\x9f\x8f\xbd'
23-11-22 18:45,b'@LoudCitizen @weekly_herald @ErlynPenaroyo They should have seen Frito Bandito.\nIt was a caricature of a 19th Century Mexican bandito from the Old Southwest. Some would call that depiction racist. Are caricatures of white cowboys who speak with a Texas drawl racist as well? People should lighten up. https://t.co/WuUzulNySK'
23-11-22 18:40,b'One of my favorite holiday traditions is going to the local Mexican restaurant in my hometown with my high school best friend and we just talk shit about the people we graduated with. Really does wonders for the soul'
23-11-22 18:40,b'@RyanGWillie @MLS_Buzz It\xe2\x80\x99s also a pathological desire to overrate players their most familiar with. There are huge amounts of North &amp; Central American players in the MLS and Mexican domestic leagues &amp; people want to construct realities where those leagues are nearly on par with Europe. They ain\xe2\x80\x99t.'
23-11-22 18:39,b'because fair skin is seen as desirable and dark skin is seen as non desirable in mexican culture. its so fucked up and so ingrained in oldet generations\nESPECIALLY rich folk and people of upper classes\nwe should call it out always.'
23-11-22 18:38,b'Ngl it hurt when my Mexican friend said all white people look the same'
23-11-22 18:37,b'bro as a white mexican i have privilege and as a kid u would not believe how people think kts appropriate to put down dark skinned mexican kids in front of u bc they dont have ur skin color (even though i wasnt light skinned as a kid either. figures)'
